,ID,SHORTCODE,LIKES,NUM_COMMENTS,DATE,WEEKDAY,CAPTION,IS_VIDEO,VIDEO_VIEW_COUNT,USERS_LIKED,TAGS,MENTIONS,HAS_COMMENTS
40,1698956384089818818,BeT59RyjkbC,143,3,2018-01-23 23:50:05,Tuesday,Weekend Lineup at Oxford Social Club: THU: @djshadowman FRI: @djerock SAT: @djcobra  Click the link in our bio for guest list consideration.,False,,flablucchesi mar.sol.love caseyfeldser jonathanjttownsend jvictoria04 natg_24 33jazzygirl mike__agg djlito619_ blessmyeatingheart ,,djshadowman djerock djcobra Click ,True
41,1695194090708949332,BeGigtCDFlU,639,29,2018-01-18 19:15:04,Thursday,When life gives you lemons  add tequila! Meet us under #pendrysandiego TONIGHT for sounds by @CraigSmoove at Oxford Social Club!  Click the link in our bio for guest list consideration.,False,,kings10town thaddeusadventurous spincovictoria 4evrmysonangelo gturtle sam_kleiman _ifyouseekay__ ssgoldtravel beautytherapysd jenfalcione ,pendrysandiego ,add CraigSmoove Click ,True
42,1694589012704934995,BeEY7qOjrxT,213,1,2018-01-17 23:12:54,Wednesday,We can't promise it will all be good clean fun. #OxfordNights kicks off this weekend with @craig_smoove.,False,,joannafravel young_arias gingin_mermaid miketoddsmith kironc braids_and_beards iqgraphics mar.sol.love nikongraham doublebaz ,OxfordNights ,craig_smoove. ,True
43,1689228327925860657,BdxWDbejEkx,120,4,2018-01-10 13:42:10,Wednesday,This Friday  January 12 we welcome @6lack to Oxford Social Club for a special live performance! Click the link in our bio for guest list.,False,,shvedig ulzg flightdj patrickfranka_art sillykrilly oh_hexxx_yeeah rideplaytv athena_elle1 detikyoga emily_salmon_lv ,,January 6lack ,True
44,1687049327178794248,Bdpmmy5DcUI,101,3,2018-01-07 13:33:11,Sunday,We’re excited to welcome @ApexSocialClub &amp; @CamdenCocktailLounge to @Palms Casino Resort Las Vegas! #camdencocktails #theviewhaschanged,True,876.0,brittanyvallin djsd_ rideplaytv scottman6169 noacaronedoe constancemtm ilovenyc41 shvedig johannapartida louisloother ,camdencocktails theviewhaschanged ,ApexSocialClub CamdenCocktailLounge Palms ,True
45,1685046237839973362,BdifKAkj1vy,134,1,2018-01-04 19:13:06,Thursday,Grab your girls  and let's kick off the weekend TONIGHT at Oxford Social Club!,False,,anyaaadoll don_de_anda candido8637 sillykrilly nehalajaan awardboominthepromoter _sweet.dulce.soraya_ diamante_wildside hlockmoney chrisdolcesd ,,and ,True
46,1682485481097268402,BdZY6GAjgyy,365,6,2018-01-01 06:25:20,Monday,Wishing you all the happiest New Year’s Eve! See you next year ♥️ - The ladies of @theoxfordsd,False,,greg.rambo1 mas.porfavor xokarensita darasteinrichter jetpack70 crewvent spanossucks isaac_israel_619 jkelderman prince_styler ,,theoxfordsd ,True
47,1682031363778008892,BdXxp0TDdc8,88,0,2017-12-31 15:23:05,Sunday,Happy New Year’s Eve!,False,,shawnkstyles miketoddsmith ulzg drinkmagicbullet cocktailwaitresses stevebosslife shvedig goldensolisairbrushtanning settielove ms.lizacevedo ,,,False
48,1681549185441036978,BdWEBMuj3qy,158,1,2017-12-30 23:25:05,Saturday,She was trouble  chaos really. But her smile  her smile dared me to fall in love with her. - Atticus . . . Join us tonight at Oxford Social Club with @DJMrBest and visit our website for guest list consideration TheOxfordSD.com,False,,ballenger_maria iamjroc rob_scandal brittanyvallin rubep_photography rr_realestate_team fl.personal.trainer.stbarth ancheeese robertc194 raulmeza83 ,,chaos her DJMrBest ,True
49,1681350379910727678,BdVW0MpjAf-,142,2,2017-12-30 16:50:05,Saturday,Experience New Year's Eve at Oxford Social Club featuring sounds by @DJCobra and a special performance by the Stoli Elit Ballerinas.  For tickets &amp; VIP Reservations  click the link in our bio.,False,,randy_mendez1 arleneibarra mjaydonk _sweet.dulce.soraya_ libbeylazarus cannababekatie mcmichel92 goldensolisairbrushtanning dave_rukus sarah_renee94 ,,DJCobra For click ,True
