ID, SHORTCODE, LIKES, NUM_COMMENTS, DATE, CAPTION, IS_VIDEO, VIDEO_VIEW_COUNT, TAGS, MENTIONS, HAS_COMMENTS
1532317854332971131, BVD4vhOgWh7, 141, 0, 2017-06-07 18:49:04, Happy Meals in the Club ✓  R.A.D. is back this Monday! Guestlist link in Bio. #oxfordnights, False, N/A, oxfordnights , R.A.D. , false
1530765125139736679, BU-XsVegqhn, 130, 3, 2017-06-05 15:24:04, Let the countdown begin! One week until R.A.D. is back!  Grab your crew &amp; RELIVE ANOTHER DECADE with us Monday  June 12th! #oxfordnights, False, N/A, oxfordnights , Grab June , true
1530761299942810874, BU-W0q_AaT6, 102, 0, 2017-06-05 15:16:28, From @JimmyKimmelLive to Oxford Social Club-- @PostMalone will be joining us this Friday  June 9th for a special LIVE performance!, True, 1144, , JimmyKimmelLive PostMalone June , false
1530646372473271136, BU98sQcAnNg, 109, 1, 2017-06-05 11:28:08, Monday morning blues... Cheer up with our weekend lineup:  Thursday: @djkaossd Friday: @postmalone Saturday: @djmrbest Monday: R.A.D. with @scooterdj, False, N/A, , Thursday: djkaossd postmalone djmrbest scooterdj , true
1528514790941692396, BU2YBqcApHs, 137, 2, 2017-06-02 12:53:04, Friday  our second favorite F word., False, N/A, , our , true
1522179571976358842, BUf3kGAAcu6, 182, 2, 2017-05-24 19:06:07, Get ready for a weekend you might not remember with the people you'll never forget. Join us for #MDW  Thursday - Craig Smoove Friday - Mix Master Mike of The Beastie Boys Saturday - DJ Spryte, False, N/A, MDW , Thursday , true
1522089841158917973, BUfjKVqgg9V, 201, 0, 2017-05-24 16:07:50, We're celebrating our first #MemorialDayWeekend at Oxford with a special performance by the one and only @mixmastermike on Friday  May 26! . Click the link in our bio for VIP reservations!, True, 2662, MemorialDayWeekend , mixmastermike May , false
1520810680897248995, BUbAUG1gB7j, 494, 11, 2017-05-22 21:46:22, Tonight  the industry plays at Oxford! #SleeplessinSanDiego #IndustryNight 📸:@itsmurrlo, False, N/A, SleeplessinSanDiego IndustryNight , the , true
1520604666851784482, BUaReNTgHci, 139, 0, 2017-05-22 14:57:03, When the cats away..., False, N/A, , , false
1519738381444309477, BUXMgGJg-Hl, 207, 5, 2017-05-21 10:15:54, @PoolHouseSD Bound☀️🍾, False, N/A, , PoolHouseSD , true
1515768803512967450, BUJF7InAmEa, 180, 3, 2017-05-15 22:49:03, Kiss responsibility goodbye &amp; say hello to our weekend lineup:  Thursday: Decon Friday: Mike Attak Saturday: Jesse Marco, False, N/A, , Thursday: , true
1515042021025494166, BUGgrDrA7SW, 133, 3, 2017-05-14 22:45:04, Can we rewind &amp; start the weekend over? #oxfordnights, False, N/A, oxfordnights , , true
1512771051061372092, BT-cUGFAeS8, 178, 7, 2017-05-11 19:33:03, Walking into the weekend like.. . . See you tonight for #OxfordNights with @DJKaossd!, False, N/A, OxfordNights , DJKaossd! , true
1511744241561402876, BT6y2DNgn38, 258, 3, 2017-05-10 09:32:58, "Dressing well is a form of good manners" - TOM FORD . . . #oxfordnights #luxurylifestyle #pendryhotels #sandiego #nightlife #ladiesofoxford via @valerie_victoria, False, N/A, oxfordnights luxurylifestyle pendryhotels sandiego nightlife ladiesofoxford , valerie_victoria , true
1510419561248339641, BT2FpaiAja5, 213, 2, 2017-05-08 13:41:04, Feel the spark with us this weekend. Party with us:  Thursday: KAOS Friday: @djspider Saturday: Jason Smith  #oxfordnights, False, N/A, oxfordnights , Thursday: djspider , true
1505222314688763445, BTjn7hfA9Y1, 157, 1, 2017-05-01 09:35:04, 🎶I’m so happy ’cause today I found my friends  they’re in my head #KurtCobain  Come get RAD with us tonight &amp; RELIVE ANOTHER DECADE. #BeRADorDont, False, N/A, KurtCobain BeRADorDont , they’re Come , true
1504762289599837530, BTh_VRvAHVa, 232, 8, 2017-04-30 18:21:05, Almost time to play... and misbehave. See you tomorrow for RAD! #BeRadorDont, False, N/A, BeRadorDont , , true
1504444128371496764, BTg2_bAAVc8, 111, 1, 2017-04-30 07:48:57, It's always a good night when @djspider is in the house🙌🏼 Now get some rest  and join us back at Oxford TOMORROW night for Industry Night! #BeRADorDONT, False, N/A, BeRADorDONT , djspider and , true
1504035999154559869, BTfaMXDAdt9, 186, 0, 2017-04-29 18:18:04, Dress me up &amp; take me out #oxfordnights, False, N/A, oxfordnights , , false
1503121007458704975, BTcKJeoAN5P, 138, 4, 2017-04-28 12:00:09, 🎵 I'm startin' with the man in the mirror. - #MichaelJackson. Come RELIVE . ANOTHER . DECADE with us this Monday  May 1 for another edition of RAD. #BeRadOrDont, False, N/A, MichaelJackson BeRadOrDont , May , true
1501858222708065454, BTXrBirg4Su, 156, 6, 2017-04-26 18:11:13, Our weekend starts tomorrow. Let's see what trouble we can get into #oxfordnights, False, N/A, oxfordnights , , true
1500255090546730410, BTR-g5ggmWq, 184, 16, 2017-04-24 13:06:05, [INDUSTRY NIGHT: MAY 1] . . We invite you to “Relive Another Decade” with us at @theOxfordSD next Monday  May 1. Show us your best old school photos for a chance to WIN a VIP Experience at Oxford San Diego! ••••••••• Step 1: Post a throwback photo of yourself on Instagram or Instagram story Step 2:  Tag @TheOxfordSD  #️⃣BeRADorDONT Step 3: Make sure your account is PUBLIC Step 4: We’ll announce a WINNER on May 1., True, 1537, , theOxfordSD May TheOxfordSD , true
1498069997262572239, BTKNrmzgYrP, 267, 3, 2017-04-21 12:44:41, Tune into our INSTAGRAM  TAKEOVER with the talented @saintclairmusic  and catch her tonight at Oxford Social Club! . . . #oxfordnights #saintclair #sandiego #nightlife #instagramtakeover #pendryhotels #gaslampdistrict, False, N/A, oxfordnights saintclair sandiego nightlife instagramtakeover pendryhotels gaslampdistrict , TAKEOVER saintclairmusic and , true
1497224694598932489, BTHNe1WgxgJ, 124, 3, 2017-04-20 08:45:13, Get your disco nap in before the weekend✨ 4.20: @murphikennedy  4.21: @saintclairmusic  4.22: @thedijital  Click the link in our bio to get on the guest list!, False, N/A, , murphikennedy 4.21: saintclairmusic 4.22: thedijital Click , true
1492202859570233525, BS1XphBgYC1, 325, 9, 2017-04-13 10:27:44, Get a head start on the weekend with @djdecon at #OxfordSocialClub TONIGHT! . . Click on the link in our bio to get on the guest list!, False, N/A, OxfordSocialClub , djdecon , true
1483012753907018723, BSUuD4KAGvj, 247, 3, 2017-03-31 18:08:38, Wake up it's the weekend! #oxfordnights, False, N/A, oxfordnights , , true
1482888598557776656, BSUR1Leg1sQ, 272, 21, 2017-03-31 14:01:58, 🎶 Baby  tell me that you've still got the flame for me &amp; we can let it burn - @tinashenow  #TINASHE will be partying with us Friday  April 7th! #oxfordnights, False, N/A, TINASHE oxfordnights , tell tinashenow April , true
1482294166166916235, BSSKrDLA0yL, 237, 0, 2017-03-30 18:20:56, Bring on the night! #oxfordnights, False, N/A, oxfordnights , , false
1479918000961273528, BSJuZS4AL64, 203, 3, 2017-03-27 11:39:55, Less Mondays | More Parties #oxfordnights  Thursday: @schoenypony  Friday: @delachapelle  Saturday: @grahamfunke  Ticket Link in Bio, False, N/A, oxfordnights , Thursday: schoenypony Friday: delachapelle Saturday: grahamfunke Ticket , true
1477931102978119597, BSCqoH7gxet, 480, 13, 2017-03-24 17:52:18, The only decision you need to make tonight is bottle or glass? #oxfordnights 📸 by @allicampbell2, False, N/A, oxfordnights , allicampbell2 , true
1476551732648614646, BR9w_pNAhr2, 249, 3, 2017-03-22 20:11:44, The weekend can't come soon enough! #oxfordnights, False, N/A, oxfordnights , , true
1475158477126092077, BR40NG4gcUt, 341, 10, 2017-03-20 22:03:35, GET RAD  or don't... #oxfordnights, False, N/A, oxfordnights , or , true
1474967070230851521, BR4IrxUgi_B, 206, 3, 2017-03-20 15:43:18, ♫ Come on  take a chance Get up and start the dance Let the D.J. shake you Let the music take you ♪  Join us tonight &amp; get on the FREE Guestlist: http://www.theoxfordsd.com/uv-guest-list/ #oxfordnights, False, N/A, oxfordnights , take Join , true
1473481748577966029, BRy29fvAtfN, 177, 0, 2017-03-18 14:32:14, Pour yourself a drink  put on some lipstick &amp; join us tonight! #oxfordnights, False, N/A, oxfordnights , put , false
1472053081930767608, BRtyHqPAJz4, 260, 1, 2017-03-16 15:13:43, 🎼We could be heroes just for a day. - #DavidBowie  GET R•A•D this Monday &amp; RELIVE ANOTHER DECADE. #oxfordnights, False, N/A, DavidBowie oxfordnights , GET , true
1469779591718712636, BRltMBegzU8, 162, 8, 2017-03-13 11:56:42, RELIVE • ANOTHER • DECADE  Come party with us Monday  March 20th. #oxfordnights → Guestlist Link in Bio., True, 568, oxfordnights , Come March , true
1466190548619678288, BRY9IkngtJQ, 157, 7, 2017-03-08 12:05:55, Our first Industry night was just training! Get ready for our next Industry night Monday  March 20th &amp; prepare to RELIVE ANOTHER DECADE 🍾 RAD #oxfordnights, True, 1261, oxfordnights , March , true
1464841466290511141, BRUKY1ygh0l, 203, 2, 2017-03-06 15:25:32, Blow a kiss &amp; say good bye to monotony. Party with us all weekend long: 3.9 - @Craig_Smoove 3.10 - @djdynamiq 3.11 - @djspryte #oxfordnights, False, N/A, oxfordnights , Craig_Smoove djdynamiq djspryte , true
1456045643020841445, BQ06cxBAzHl, 235, 9, 2017-02-22 12:09:48, We're here to make memories (or forget them) #oxfordnights, True, 1906, oxfordnights , , true
1452826715540845643, BQpejNMAnRL, 264, 7, 2017-02-18 01:34:22, There ain't a party like an LP drop party! @kiiara is here &amp; making this place home tonight! #oxfordnights, False, N/A, oxfordnights , kiiara , true
1452633612074838368, BQoypLkg2lg, 228, 9, 2017-02-17 19:10:42, We have someone special waiting for you on the inside inside! But first  some rebellion. #oxfordnights, False, N/A, oxfordnights , some , true
1451852777440585308, BQmBGipgqZc, 377, 17, 2017-02-16 17:19:19, We're ready to party this weekend.. are you? Tonight we welcome @djkyleflesch and @djdynamiq to #Oxfordnights., False, N/A, Oxfordnights , djkyleflesch djdynamiq , true
1449739625261590967, BQegoIUhmm3, 195, 2, 2017-02-13 19:20:52, I don't know what they told you  but everything is better in excess. The party continues this Thursday. #oxfordnights 2.16 - Kyle Flesh &amp; @djdynamiq 2.17 - Craig Smoove 2.18 - @djshift, False, N/A, oxfordnights , but djdynamiq djshift , true
1449727822448251898, BQed8YGB1P6, 228, 35, 2017-02-13 18:57:25, If you don't know  now you know... #oxfordnights, True, 2334, oxfordnights , now , true
1447458619418675821, BQWZ_IFhwpt, 262, 8, 2017-02-10 15:48:55, This is just the beginning... #oxfordnights, False, N/A, oxfordnights , , true
1445994633888031531, BQRNHVUBGMr, 268, 11, 2017-02-08 15:20:14, Shine bright while you party at San Diego's newest boutique nightclub inside the #PendrySanDiego. #oxfordnights, False, N/A, PendrySanDiego oxfordnights , , true
1445829361382371686, BQQniTTBrFm, 152, 5, 2017-02-08 09:51:52, Be Sophisticated  or don't. #oxfordnights  Our videobooth is here &amp; waiting for you! 📷, True, 3601, oxfordnights , or Our , true
1444547485225144049, BQMEEjGB07x, 231, 4, 2017-02-06 15:25:01, Party Animals. #oxfordnights, False, N/A, oxfordnights , , true
1443096156686074763, BQG6E8EAUOL, 205, 6, 2017-02-04 15:21:29, From classy to naughty  the devil asked me to party. Get ready for #oxfordnights., False, N/A, oxfordnights , the , true
1441876467746420223, BQCkwIOBTX_, 178, 7, 2017-02-02 22:58:11, Perfection takes time. This is what we've been waiting for. Be Sophisticated  or don't. #oxfordnights, False, N/A, oxfordnights , or , true
